@timestamp,sourceApp,msg,suid,zid
2025-06-02 04:37:11.394,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-06-02 04:35:34.016,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-30 10:12:45.989,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-30 06:04:03.075,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-30 05:29:55.482,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-30 05:04:23.211,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-28 09:18:01.796,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-28 05:30:38.459,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-28 05:30:09.545,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-27 10:02:07.398,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-27 04:55:41.520,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-26 09:32:10.087,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-26 04:23:20.249,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-26 04:22:32.870,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-23 11:09:38.877,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-23 11:08:13.693,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-23 08:01:15.805,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,56c36233-005a-46bb-aa16-a9e8ced9133b
2025-05-22 09:23:47.924,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-22 09:23:08.891,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-21 12:00:21.523,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-21 10:55:13.885,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-20 11:53:33.919,windows,METRICS:record-login-response,a306283c-da33-42ec-8ea4-033744a9530a,322c8a2f-1329-4a14-8e8e-56d8419530c9
2025-05-20 11:08:38.530,windows,METRICS:record-login-response,a306283c-da33-42ec-8ea4-033744a9530a,322c8a2f-1329-4a14-8e8e-56d8419530c9
2025-05-20 05:48:39.541,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-19 06:20:58.626,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-19 06:20:07.612,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-16 07:20:29.349,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-16 06:57:27.452,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-15 19:33:35.157,windows,METRICS:record-login-response,a306283c-da33-42ec-8ea4-033744a9530a,322c8a2f-1329-4a14-8e8e-56d8419530c9
2025-05-15 19:31:11.978,windows,METRICS:record-login-response,3f138f77-6777-45dc-9b4e-dc9fba73df78,a6b88a66-86c5-4f2a-9e5e-64b0e353269f
2025-05-15 07:05:40.166,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-14 05:58:21.244,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-14 05:55:06.558,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-13 09:05:48.861,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-13 06:03:06.733,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-13 05:36:11.079,windows,METRICS:record-login-response,a306283c-da33-42ec-8ea4-033744a9530a,322c8a2f-1329-4a14-8e8e-56d8419530c9
2025-05-09 12:13:08.758,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-09 07:12:40.239,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-09 07:11:19.179,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-08 14:59:15.459,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-08 14:54:37.570,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-08 14:53:05.985,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-08 06:03:14.185,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,931d75f5-052f-4709-8459-1088e04fbb15
2025-05-06 22:47:55.751,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-06 22:04:04.822,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-06 09:11:56.133,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,3f8516d7-6024-47a9-9b98-53e5714a9242
2025-05-05 20:20:25.963,windows,METRICS:record-login-response,a306283c-da33-42ec-8ea4-033744a9530a,322c8a2f-1329-4a14-8e8e-56d8419530c9
2025-05-05 13:38:53.204,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-05 08:17:25.023,windows,METRICS:record-login-response,a306283c-da33-42ec-8ea4-033744a9530a,322c8a2f-1329-4a14-8e8e-56d8419530c9
2025-05-05 07:19:10.140,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-05 06:01:57.548,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-05 05:43:10.660,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-05 05:31:59.638,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-05 05:28:26.668,mac,METRICS:record-login-response,d5126c46-b836-4a6e-96d3-aafb23ebb1f7,699E6AD4-10CF-497F-B6BB-18079E61B906
2025-05-02 09:03:32.497,windows,METRICS:record-login-response,07a9513c-65f5-4458-8146-221b7399d5e2,3f8516d7-6024-47a9-9b98-53e5714a9242
2025-05-02 08:44:48.024,windows,METRICS:record-login-response,3f138f77-6777-45dc-9b4e-dc9fba73df78,a6b88a66-86c5-4f2a-9e5e-64b0e353269f
2025-04-30 06:11:02.624,windows,METRICS:record-login-response,3f138f77-6777-45dc-9b4e-dc9fba73df78,a6b88a66-86c5-4f2a-9e5e-64b0e353269f
2025-04-24 11:36:48.616,windows,METRICS:record-login-response,11b27944-a3eb-4560-a949-eee900fac311,0f4e744c-3bf7-4933-a27b-032614a32c8f
2025-04-15 12:56:10.895,windows,METRICS:record-login-response,0a79e28d-bac4-44c8-82e3-4e7816f23809,6b07f68f-3953-4342-9db9-5019f7d82b45
2025-04-15 12:55:04.786,windows,METRICS:record-login-response,0a79e28d-bac4-44c8-82e3-4e7816f23809,6b07f68f-3953-4342-9db9-5019f7d82b45
2025-04-15 12:37:54.434,windows,METRICS:record-login-response,65908ad6-d107-4f75-a44f-689b10ea1c9a,f5d9cba0-6837-4114-ac7a-cdbdb5bcd9bf
2025-03-07 04:23:32.794,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-06 05:52:52.509,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-06 05:52:04.405,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-05 10:39:42.119,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,7550cbb3-5f05-4c3d-806f-6a19eeea3d66
2025-03-05 10:38:00.715,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,7550cbb3-5f05-4c3d-806f-6a19eeea3d66
2025-03-04 11:39:07.112,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,7550cbb3-5f05-4c3d-806f-6a19eeea3d66
2025-03-04 11:38:43.038,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,7550cbb3-5f05-4c3d-806f-6a19eeea3d66
2025-03-04 11:08:16.652,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 11:07:35.887,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 11:07:18.301,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 11:06:27.085,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 11:05:37.269,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 11:04:28.516,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 11:02:38.273,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 11:01:57.046,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 10:59:11.908,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 10:58:17.554,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 10:55:41.790,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 10:51:51.999,windows,METRICS:record-login-response,19eb20b6-5e94-4931-a58e-7774a60ecb7c,002e1650-c00d-4d5c-9082-4d82afb58892
2025-03-04 10:31:10.652,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,7550cbb3-5f05-4c3d-806f-6a19eeea3d66
2025-03-04 10:29:38.611,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,7550cbb3-5f05-4c3d-806f-6a19eeea3d66
2025-03-04 09:48:32.914,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,7550cbb3-5f05-4c3d-806f-6a19eeea3d66
2025-03-04 05:41:05.147,windows,METRICS:record-login-response,3d815349-b9ed-43ed-ab51-f6d58a8fe414,7550cbb3-5f05-4c3d-806f-6a19eeea3d66
2025-01-23 04:52:19.972,windows,METRICS:record-login-response,167bcb95-4a14-49b3-a5dc-6ddebcbbcd54,edfde4fe-c1b8-45c5-9941-41ee30fb1868
2025-01-20 12:29:01.689,windows,METRICS:record-login-response,167bcb95-4a14-49b3-a5dc-6ddebcbbcd54,edfde4fe-c1b8-45c5-9941-41ee30fb1868
2025-01-20 12:28:45.620,windows,METRICS:record-login-response,167bcb95-4a14-49b3-a5dc-6ddebcbbcd54,edfde4fe-c1b8-45c5-9941-41ee30fb1868
2025-01-20 12:28:30.377,windows,METRICS:record-login-response,167bcb95-4a14-49b3-a5dc-6ddebcbbcd54,edfde4fe-c1b8-45c5-9941-41ee30fb1868
2025-01-20 12:28:07.359,windows,METRICS:record-login-response,167bcb95-4a14-49b3-a5dc-6ddebcbbcd54,edfde4fe-c1b8-45c5-9941-41ee30fb1868
2025-01-20 12:27:33.005,windows,METRICS:record-login-response,167bcb95-4a14-49b3-a5dc-6ddebcbbcd54,edfde4fe-c1b8-45c5-9941-41ee30fb1868
